id|first_name|last_name|age|email|occupation|political_views|nationality|university|academic_degree|address|postal_code|country|city
0fe18fbd-1de2-46ed-80bd-d24dbf233590|Kimiko|Gregory|41|cleopatra_5106@gmail.com|Signalman|Liberal|Ukrainian|Georgia College and State University|None|666 Saroyan Promenade|11983|Armenia|Pearland
648e137a-2cb8-470d-8614-c136ede06350|Maegan|Mcintosh|27|rosette8884@live.com|Television Producer|Libertarian|Puerto Rican|Eastern Connecticut State University (ECSU)|None|747 Ninth Alley|99682|Latvia|Canton
8aa84f40-356f-4ed4-b692-f1578e4b66ce|Sirena|Stevens|54|yoshie5919@gmail.com|Sail Maker|Conservative|Venezuelan|University of California, San Francisco (UCSF)|None|740 Griffith Garden|73966|Curaçao|Chanhassen
4b9af4cd-a63f-4b09-8776-0c2c815a1136|Porsha|Cervantes|51|maile5162@live.com|Polisher|Liberal|Canadian|Valdosta State University (VSU)|None|1156 Wright Gate|01884|Jersey|Aberdeen
119b06b6-eb13-40e6-bd98-da08fea3b3c5|Sommer|Dudley|18|ranae-5626@gmail.com|Marine Engineer|Libertarian|Ecuadorian|Florida Atlantic University (FAU)|None|518 Dedman Heights|81730|Peru|Cornelius
e8712523-2900-4e9e-90e2-296888bdae0a|Thi|Garrett|64|hyun_7062@outlook.com|Oil Broker|Conservative|Dominican|Worcester State University|None|161 Starr King Hill|11933|Bahrain|Lancaster
7a7645f5-5b10-4879-ae35-f08ab4c6c8fc|Britni|Foster|60|natacha-6924@live.com|Solicitor|Moderate|Venezuelan|Georgia Institute of Technology (Georgia Tech)|None|678 Lakewood Heights|93158|Denmark|Lauderhill
92262e2b-fc97-475e-8299-d9599699a317|Nenita|Koch|35|maisha_8891@gmail.com|Station Manager|Apathetic|Ecuadorian|University of North Florida (UNF)|PhD|534 Central Park|73497|Mexico|Allen Park
9996cb80-3965-45b4-9ab8-6c959aa48c28|Suanne|Sweeney|40|nyla_6043@yandex.com|Training Officer|Libertarian|Australian|Kennesaw State University|Bachelor|214 Aerial Plantation|05271|United Kingdom|Horn Lake
1fdc8a11-2898-4bd4-aa8b-63b84fc1a5bf|Devona|Henson|61|jame-8957@outlook.com|Injection Moulder|Socialist|Ukrainian|Columbus State University|None|716 Overlook Court|17267|Åland Islands|Madison Heights
9b34e345-80f9-4f11-af37-26d4113be8e9|Albertina|Chase|23|bebe-500@live.com|Marine Consultant|Anarchism|Iranian|Georgia Gwinnett College|None|42 Ellis Esplanade|60601|Venezuela|Mission
ca901255-901c-4632-b95e-7c8c07584b81|Bok|Francis|65|sharilyn745@outlook.com|Nursery Worker|Moderate|Ethiopian|Florida Polytechnic University (Florida Poly or FPU)|PhD|1304 Dr Carlton B Goodlett Annex|82178|Monaco|San Francisco
3ad53189-f52c-4392-a1b2-c554d7a605c4|Jessenia|Haney|54|refugia9666@outlook.com|Sales Administrator|Communist|Swiss|University of North Florida (UNF)|None|1280 Laskie Pike|47323|Australia|Encinitas
29a41fc0-023e-496c-8e40-5cb50942012c|Angila|Rojas|65|alyse-8115@yandex.com|Pipe Insulator|Libertarian|Estonian|University of Massachusetts Dartmouth (UMass Dartmouth)|None|454 Helena Terrace|92678|Iceland|Oak Creek
2413d390-4e9f-4d8e-983c-f116ce7353b3|Rudy|Moon|18|laila_8289@yandex.com|Millwright|Communist|English|East Georgia State College|None|543 Miguel Park|32323|Senegal|Johns Creek
0c26d4e3-fcd7-4f25-bf14-2e6f4263e24a|Florencia|Ellison|60|francina9931@yahoo.com|Shipping Officer|Anarchism|Cambodian|Central Connecticut State University (CCSU)|None|500 Teddy Street|87700|Cook Islands|Crestview
b7f8aa91-0a03-47d5-a2a9-062c492ec180|Palmira|Wiggins|54|jennell-3426@live.com|Osteopath|Moderate|French|Georgia Southwestern State University (GSW)|None|1010 J Stravenue|67937|Guadeloupe|San Leandro
c7661b67-6045-4246-9b3f-c788887cfb9b|Lashandra|Raymond|49|margorie_4963@live.com|Amusement Arcade Worker|Liberal|Ecuadorian|University of Massachusetts Boston (UMass Boston)|None|619 Cesar Chavez Ferry|53823|South Sudan|Walla Walla
922639bb-81d1-4b48-85cf-2dbc9f6ccf8b|Nelida|Frazier|49|regan6019@outlook.com|Lorry Driver|Liberal|Polish|University of West Georgia (UWG)|None|1125 Marietta Viaduct|08379|Antarctica|Herriman
ef8fde09-9457-411b-adde-07e71b1f8f6a|Tamesha|Rutledge|49|elin6052@yandex.com|Station Manager|Conservative|Venezuelan|Morehead State University|None|379 Moscow Walk|75371|Chad|Westlake
19f51533-d8ad-44e9-818b-affee29e4a5f|Carmon|Foster|35|kym-23@yahoo.com|Land Surveyor|Communist|Iranian|University of Florida (UF)|Bachelor|374 Battery Sideline|36264|Yemen|Allen Park
b65cb11c-b23e-438f-871d-ffaacec0e7bf|Yanira|William|36|buffy8325@outlook.com|Instrument Supervisor|Socialist|Iranian|Salem State University|None|1066 Orben Drung|19205|Japan|Calexico
b7ef7dff-2810-4183-ada2-e6349b0a9a4f|Victorina|Huff|66|merilyn_9714@yandex.com|Sheet Metal Worker|Libertarian|Australian|Georgia State University (GSU)|None|328 Harney Trail|61727|Mayotte|Laredo
40cbb561-a6ec-45bb-85f1-2900c12bbcd6|Indira|Lopez|24|huong_6885@yandex.com|Car Valet|Liberal|Dutch|Georgia Gwinnett College|None|1167 Science Hill|19558|Djibouti|Jackson
8532a3a5-1e56-4ccb-9d97-08ca3c5e77e8|Leanora|Marquez|29|colby1582@yahoo.com|Funeral Furnisher|Conservative|Polish|Kentucky State University|None|1086 Auburn Manor|91506|Swaziland|Bloomingdale
50d19235-eaa1-4b21-9881-270b8a17f53b|Alayna|Wright|56|rosy8674@gmail.com|Cabinet Maker|Liberal|Japanese|College of Coastal Georgia|Master|411 Barcelona Gate|78751|Czech Republic|Washington
d7181a3f-af02-409d-bbdf-00bb874f2ced|Chanell|Benton|29|alvera2291@live.com|Show Jumper|Socialist|Israeli|Columbus State University|None|583 Mason Hill|63090|Israel|Fontana
edb54944-c4f6-4d0d-8984-5999df05285f|Magali|Copeland|31|kit-166@outlook.com|Software Engineer|Conservative|Puerto Rican|University of Georgia (UGA)|None|15 Kirkham Close|88939|Bhutan|Ballwin
200668c2-9b6a-4ea3-8d56-92ad5554e06b|Irmgard|Workman|23|marvis_3219@gmail.com|Van Driver|Conservative|Belgian|East Georgia State College|None|881 Karen Promenade|62978|Kuwait|Merced
353c3bd0-5b29-4aca-93cf-da00ddc8f49d|Shawanda|Walter|32|leana5665@live.com|Stone Sawyer|Moderate|Argentinian|Western Connecticut State University (WCSU)|None|714 Century Concession road|75001|Laos|Brownsville
9a871988-a569-4d82-be75-d7c57c3757c4|Marline|Rogers|49|lashaun-1582@gmail.com|Planning Technician|Socialist|German|Western Connecticut State University (WCSU)|None|289 Old Mason Row|01721|United Kingdom|Tullahoma
aa1f2cc7-084e-41fd-90bb-3d508591238f|Yuko|Sexton|37|dorotha9067@live.com|Bill Poster|Communist|Puerto Rican|University of Florida (UF)|Bachelor|1065 Elwood Avenue|82067|Turkmenistan|Rancho Palos Verdes
c1d033d1-a78b-4e6b-bc90-81db58d80481|Dayle|Bradley|46|frank6976@yahoo.com|Warehousewoman|Socialist|French|California State University, Channel Islands (CSUCI or CI)|Bachelor|861 Berwick Gardens|36162|Iceland|Appleton
1a025335-f381-418f-9489-d00f3a8337e2|Tamisha|Parsons|36|elke-3296@outlook.com|Chiropodist|Communist|Guatemalan|South Georgia State College (SGSC)|None|323 Restani Lane|22240|American Samoa|Soledad
9d654fd9-7a08-4fa6-b780-ca6c5b16e76a|Kevin|Chavez|36|mozell_7350@yandex.com|Animal Breeder|Anarchism|Uruguayan|East Georgia State College|None|1230 Constanso Street|82193|United Kingdom|Alliance
48a15c3e-9aab-4da8-875c-ff814b4fcac5|Brittaney|Oliver|54|clemencia-3360@live.com|Wheel Clamper|Liberal|Jordanian|University of California, Irvine (UC Irvine)|None|1066 Velasco Plaza|96480|Zambia|Nashua
21bea448-4f89-4609-831e-36136edecb27|Dorethea|Navarro|63|mozell782@outlook.com|Tax Analyst|Libertarian|Afghan|University of Massachusetts Lowell (UMass Lowell)|None|478 Colonial Court|00962|Grenada|Oklahoma City
a7032b76-cb4e-4242-a793-281fe0bffd91|Latashia|Carr|64|emelda4467@live.com|Valve Technician|Socialist|Uruguayan|University of California, San Diego (UC San Diego)|None|1240 Pomona Hill|86406|Ceuta & Melilla|Prior Lake
b4f14ca7-3a75-4c09-a66b-f68143a5763b|Thao|David|38|marielle_2699@live.com|Stock Controller|Anarchism|Salvadorian|Western Connecticut State University (WCSU)|None|1140 Hobart Promenade|99498|Cook Islands|Amsterdam
8a251b0e-ac6c-41fd-879b-48eda4036e95|Maryln|Donaldson|57|lili-2747@gmail.com|Cleric|Moderate|Greek|Framingham State University|None|619 Dutton Wynd|21931|Algeria|Coconut Creek
37850223-6a0e-4985-83ee-32a0f9bd26a8|Arlette|Skinner|39|sherly_3366@gmail.com|Foundry Worker|Communist|Israeli|Bridgewater State University|None|321 Greenwich Wynd|60948|Caribbean Netherlands|Hazelwood
be3b7f40-bcf9-4220-a813-d7dd23423597|Kirby|Lambert|18|loree1038@outlook.com|Gilder|Anarchism|Iranian|Middle Georgia State University|None|99 Anglo Line|98345|Morocco|Willoughby
422eb964-a5e0-4ee3-ad02-879ae02f0d73|Allen|Griffith|42|gidget_9635@yahoo.com|Artist|Anarchism|Japanese|Georgia Institute of Technology (Georgia Tech)|None|74 Dirk Dirksen Run|48502|Serbia|Round Lake Beach
8bc72f03-1e38-48fb-a327-74cd67703917|Rory|Bowers|56|edyth-5359@yahoo.com|Park Keeper|Communist|Guatemalan|Kennesaw State University|None|246 Jules Expressway|00174|St. Helena|Leawood
fbf3be77-1385-4d59-b333-5310953d1716|Lovetta|Cochran|60|sang1385@gmail.com|Podiatrist|Conservative|Belgian|University of Louisville (Louisville, U of L, or UL)|None|1379 Acton Drive|79481|Vanuatu|Casselberry
39be24d0-b03f-41d5-8ec6-b524540394dd|Tawny|Webb|42|maryrose_5374@yandex.com|Television Presenter|Anarchism|Polish|Dalton State College|Bachelor|1276 Garlington Promenade|33138|Palestinian Territories|Williamsport
74e8a0ba-edcb-4232-bb74-38063f3a701e|Usha|Sears|59|laronda-4947@outlook.com|Arbitrator|Anarchism|Greek|Massachusetts Maritime Academy|None|1392 Parque Avenue|84141|Norway|Andover
b379c60d-4ff5-4491-9d01-770ac42a885c|Bryanna|Knight|17|deadra-540@gmail.com|Rent Collector|Communist|Brazilian|Worcester State University|Master|681 Wisser Trail|93449|Caribbean Netherlands|Biloxi
378d7797-e655-4faf-9b00-bc8ee2cdf729|Ulrike|Carney|47|simona6345@live.com|Claims Manager|Anarchism|Ecuadorian|California State University, Bakersfield (CSUB)|None|224 Emerald Cove Side road|17206|British Virgin Islands|Wyandotte
410f452b-d095-4efe-b142-e0bc5a3f21c7|Darlena|Duffy|57|merissa_9359@outlook.com|Operative|Conservative|Cameroonian|California State University, Dominguez Hills (CSUDH)|None|1328 Heather Path|10890|Macedonia|Edina
db764ec2-70f2-47d3-bb6f-ad838ae546fe|Marylouise|Blackwell|55|katerine5089@yahoo.com|Art Historian|Liberal|Portuguese|Framingham State University|None|119 Gonzalez Path|10762|Taiwan|Solon
315fb7e2-7787-403c-a36e-9edae7089d95|Eustolia|Waters|20|deedee-1865@gmail.com|Translator|Liberal|Belgian|University of California, Santa Barbara (UC Santa Barbara)|None|521 Cypress Walk|00718|Costa Rica|Eagle Mountain
5df3c42f-6ceb-40f1-9d60-00bcd8e6872e|Dinorah|Mcintyre|54|sharan-5039@yahoo.com|Catering Staff|Communist|Cuban|Florida Atlantic University (FAU)|Master|259 Science High Street|77589|San Marino|Massapequa Park
42789e71-50a4-4105-bea5-96b4b9b94c6a|Gilberte|Bowers|19|lashaunda-6492@yandex.com|Hotel Consultant|Conservative|Chilean|Fort Valley State University|None|586 Dunsmuir Walk|70860|Sint Maarten|East Cleveland
ec4c86f4-1e37-4247-a03f-b8ead6621a5f|Jen|Wong|52|laurena-4452@yandex.com|Anaesthetist|Communist|Ecuadorian|Valdosta State University (VSU)|None|544 Britton Lane|01049|Bulgaria|Agawam
be1e8da9-5d98-4144-9000-c04d144bdfea|Parthenia|Horn|41|odelia_5608@gmail.com|Scaffolder|Liberal|Colombian|Georgia Institute of Technology (Georgia Tech)|Master|684 Whipple Private|77714|Yemen|Hoboken
